"No.","Time","Source","Destination","Protocol","Length","Info"
"4878","5.142955","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=11904057 Ack=1 Win=1005 Len=8200 TSval=867142523 TSecr=2681679709"
"4889","5.167269","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=11981969 Ack=1 Win=1005 Len=8200 TSval=867142555 TSecr=2681679741"
"4904","5.200810","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=12059881 Ack=1 Win=1005 Len=8200 TSval=867142588 TSecr=2681679779"
"4926","5.232790","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=12137793 Ack=1 Win=1005 Len=8200 TSval=867142621 TSecr=2681679821"
"4941","5.267171","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=12211601 Ack=1 Win=1005 Len=8200 TSval=867142655 TSecr=2681679848"
"4961","5.311833","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=12289513 Ack=1 Win=1005 Len=8200 TSval=867142688 TSecr=2681679877"
"4973","5.332723","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=12367425 Ack=1 Win=1005 Len=5792 TSval=867142721 TSecr=2681679909"
"4986","5.375341","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=12445337 Ack=1 Win=1005 Len=8200 TSval=867142756 TSecr=2681679941"
"5001","5.406996","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=12523249 Ack=1 Win=1005 Len=8200 TSval=867142789 TSecr=2681679988"
"5016","5.432128","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=12601161 Ack=1 Win=1005 Len=1448 TSval=867142821 TSecr=2681680013"
"5033","5.473619","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=12679073 Ack=1 Win=1005 Len=8200 TSval=867142855 TSecr=2681680041"
"5049","5.508899","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=12752881 Ack=1 Win=1005 Len=8200 TSval=867142889 TSecr=2681680094"
"5067","5.544321","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=12830793 Ack=1 Win=1005 Len=8200 TSval=867142921 TSecr=2681680126"
"5082","5.570570","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=12908705 Ack=1 Win=1005 Len=8200 TSval=867142955 TSecr=2681680143"
"5095","5.599000","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=12986617 Ack=1 Win=1005 Len=2896 TSval=867142988 TSecr=2681680174"
"5117","5.638912","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=13064529 Ack=1 Win=1005 Len=8200 TSval=867143023 TSecr=2681680211"
"5133","5.676941","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=13142441 Ack=1 Win=1005 Len=8200 TSval=867143055 TSecr=2681680252"
"5151","5.699276","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=13220353 Ack=1 Win=1005 Len=4344 TSval=867143088 TSecr=2681680277"
"5167","5.734883","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=13294161 Ack=1 Win=1005 Len=8200 TSval=867143121 TSecr=2681680306"
"5184","5.774110","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=13372073 Ack=1 Win=1005 Len=8200 TSval=867143157 TSecr=2681680342"
"5201","5.801126","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=13449985 Ack=1 Win=1005 Len=4344 TSval=867143190 TSecr=2681680388"
"5220","5.838099","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=13527897 Ack=1 Win=1005 Len=8200 TSval=867143223 TSecr=2681680419"
"5235","5.866259","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=13605809 Ack=1 Win=1005 Len=4344 TSval=867143255 TSecr=2681680440"
"5260","5.902618","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=13683721 Ack=1 Win=1005 Len=4344 TSval=867143292 TSecr=2681680470"
"5276","5.936670","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=13757529 Ack=1 Win=1005 Len=8200 TSval=867143324 TSecr=2681680514"
"5298","5.973415","192.168.1.1","172.23.69.13","TCP","6824","80 → 50034 [PSH, ACK] Seq=13836889 Ack=1 Win=1005 Len=6752 TSval=867143355 TSecr=2681680540"
"5314","5.997209","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=13913353 Ack=1 Win=1005 Len=2896 TSval=867143386 TSecr=2681680573"
"5337","6.033167","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=13991265 Ack=1 Win=1005 Len=8200 TSval=867143420 TSecr=2681680612"
"5355","6.071674","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=14069177 Ack=1 Win=1005 Len=8200 TSval=867143453 TSecr=2681680643"
"5365","6.118801","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=14147089 Ack=1 Win=1005 Len=8200 TSval=867143486 TSecr=2681680669"
"5376","6.136301","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=14225001 Ack=1 Win=1005 Len=8200 TSval=867143520 TSecr=2681680716"
"5389","6.172942","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=14298809 Ack=1 Win=1005 Len=8200 TSval=867143553 TSecr=2681680746"
"5400","6.199349","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=14376721 Ack=1 Win=1005 Len=8200 TSval=867143586 TSecr=2681680770"
"5418","6.236822","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=14454633 Ack=1 Win=1005 Len=8200 TSval=867143620 TSecr=2681680818"
"5429","6.263885","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=14532545 Ack=1 Win=1005 Len=2896 TSval=867143653 TSecr=2681680834"
"5461","6.302774","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=14610457 Ack=1 Win=1005 Len=8200 TSval=867143686 TSecr=2681680875"
"5477","6.330762","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=14688369 Ack=1 Win=1005 Len=5792 TSval=867143719 TSecr=2681680910"
"5498","6.364458","192.168.1.1","172.23.69.13","TCP","4176","80 → 50034 [PSH, ACK] Seq=14762177 Ack=1 Win=1005 Len=4104 TSval=867143753 TSecr=2681680952"
"5527","6.397849","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=14840089 Ack=1 Win=1005 Len=8200 TSval=867143786 TSecr=2681680989"
"5541","6.432282","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=14918001 Ack=1 Win=1005 Len=8200 TSval=867143820 TSecr=2681681006"
"5552","6.464226","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=14995913 Ack=1 Win=1005 Len=4344 TSval=867143853 TSecr=2681681041"
"5571","6.503962","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=15073825 Ack=1 Win=1005 Len=8200 TSval=867143886 TSecr=2681681088"
"5589","6.543625","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=15151737 Ack=1 Win=1005 Len=8200 TSval=867143919 TSecr=2681681101"
"5605","6.567118","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=15229649 Ack=1 Win=1005 Len=8200 TSval=867143953 TSecr=2681681142"
"5619","6.597029","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=15307561 Ack=1 Win=1005 Len=4344 TSval=867143986 TSecr=2681681171"
"5643","6.630502","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=15381369 Ack=1 Win=1005 Len=4344 TSval=867144019 TSecr=2681681203"
"5665","6.669957","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=15459281 Ack=1 Win=1005 Len=8200 TSval=867144054 TSecr=2681681250"
"5678","6.700762","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=15537193 Ack=1 Win=1005 Len=8200 TSval=867144088 TSecr=2681681271"
"5696","6.733761","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=15615105 Ack=1 Win=1005 Len=8200 TSval=867144121 TSecr=2681681324"
"5715","6.772832","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=15693017 Ack=1 Win=1005 Len=8200 TSval=867144155 TSecr=2681681341"
"5731","6.798757","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=15770929 Ack=1 Win=1005 Len=2896 TSval=867144188 TSecr=2681681371"
"5751","6.832319","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=15847633 Ack=1 Win=1005 Len=1448 TSval=867144221 TSecr=2681681403"
"5768","6.866571","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=15922649 Ack=1 Win=1005 Len=4344 TSval=867144256 TSecr=2681681445"
"5792","6.898798","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=16000561 Ack=1 Win=1005 Len=4344 TSval=867144288 TSecr=2681681470"
"5808","6.932331","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=16078473 Ack=1 Win=1005 Len=2896 TSval=867144321 TSecr=2681681514"
"5834","6.965959","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=16156385 Ack=1 Win=1005 Len=1448 TSval=867144355 TSecr=2681681536"
"5852","7.009690","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=16234297 Ack=1 Win=1005 Len=8200 TSval=867144388 TSecr=2681681582"
"5870","7.032367","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=16311001 Ack=1 Win=1005 Len=1448 TSval=867144421 TSecr=2681681609"
"5907","7.067518","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=16386017 Ack=1 Win=1005 Len=8200 TSval=867144455 TSecr=2681681641"
"5926","7.102099","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=16463929 Ack=1 Win=1005 Len=8200 TSval=867144488 TSecr=2681681675"
"5952","7.132116","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=16541841 Ack=1 Win=1005 Len=4344 TSval=867144521 TSecr=2681681702"
"5981","7.165511","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=16619753 Ack=1 Win=1005 Len=1448 TSval=867144555 TSecr=2681681736"
"6004","7.198761","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=16697665 Ack=1 Win=1005 Len=1448 TSval=867144588 TSecr=2681681777"
"6024","7.232033","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=16775577 Ack=1 Win=1005 Len=2896 TSval=867144621 TSecr=2681681805"
"6041","7.266046","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=16849385 Ack=1 Win=1005 Len=8200 TSval=867144655 TSecr=2681681844"
"6070","7.315901","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=16927297 Ack=1 Win=1005 Len=8200 TSval=867144688 TSecr=2681681869"
"6083","7.332295","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=17005209 Ack=1 Win=1005 Len=2896 TSval=867144721 TSecr=2681681923"
"6109","7.365672","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=17084569 Ack=1 Win=1005 Len=1448 TSval=867144755 TSecr=2681681954"
"6127","7.400050","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=17161033 Ack=1 Win=1005 Len=8200 TSval=867144788 TSecr=2681681969"
"6150","7.432298","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=17238945 Ack=1 Win=1005 Len=4344 TSval=867144821 TSecr=2681682006"
"6182","7.466064","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=17316857 Ack=1 Win=1005 Len=8200 TSval=867144855 TSecr=2681682045"
"6197","7.509459","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=17390665 Ack=1 Win=1005 Len=8200 TSval=867144888 TSecr=2681682069"
"6213","7.532954","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=17468577 Ack=1 Win=1005 Len=8200 TSval=867144921 TSecr=2681682112"
"6232","7.565705","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=17547937 Ack=1 Win=1005 Len=1448 TSval=867144955 TSecr=2681682150"
"6250","7.601754","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=17624401 Ack=1 Win=1005 Len=8200 TSval=867144988 TSecr=2681682181"
"6273","7.633797","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=17702313 Ack=1 Win=1005 Len=8200 TSval=867145021 TSecr=2681682203"
"6291","7.665739","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=17780225 Ack=1 Win=1005 Len=1448 TSval=867145055 TSecr=2681682254"
"6322","7.703204","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=17858137 Ack=1 Win=1005 Len=8200 TSval=867145088 TSecr=2681682276"
"6335","7.733246","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=17931945 Ack=1 Win=1005 Len=8200 TSval=867145121 TSecr=2681682303"
"6348","7.766802","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=18009857 Ack=1 Win=1005 Len=8200 TSval=867145155 TSecr=2681682348"
"6368","7.808025","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=18087769 Ack=1 Win=1005 Len=8200 TSval=867145188 TSecr=2681682383"
"6381","7.834269","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=18165681 Ack=1 Win=1005 Len=8200 TSval=867145221 TSecr=2681682411"
"6398","7.865693","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=18245041 Ack=1 Win=1005 Len=2896 TSval=867145255 TSecr=2681682450"
"6443","7.899682","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=18321505 Ack=1 Win=1005 Len=1448 TSval=867145288 TSecr=2681682471"
"6477","7.932176","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=18399417 Ack=1 Win=1005 Len=1448 TSval=867145321 TSecr=2681682505"
"6497","7.965706","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=18476121 Ack=1 Win=1005 Len=1448 TSval=867145355 TSecr=2681682536"
"6514","8.000351","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=18552585 Ack=1 Win=1005 Len=4344 TSval=867145388 TSecr=2681682571"
"6559","8.032790","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=18630497 Ack=1 Win=1005 Len=4344 TSval=867145421 TSecr=2681682603"
"6590","8.066014","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=18708409 Ack=1 Win=1005 Len=5792 TSval=867145454 TSecr=2681682642"
"6616","8.099602","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=18784873 Ack=1 Win=1005 Len=8200 TSval=867145488 TSecr=2681682670"
"6636","8.138785","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=18862785 Ack=1 Win=1005 Len=8200 TSval=867145521 TSecr=2681682704"
"6649","8.166164","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=18940697 Ack=1 Win=1005 Len=1448 TSval=867145555 TSecr=2681682747"
"6667","8.204585","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=19018609 Ack=1 Win=1005 Len=8200 TSval=867145588 TSecr=2681682774"
"6684","8.232295","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=19095313 Ack=1 Win=1005 Len=1448 TSval=867145621 TSecr=2681682802"
"6751","8.265929","192.168.1.1","172.23.69.13","TCP","5376","80 → 50034 [PSH, ACK] Seq=19173225 Ack=1 Win=1005 Len=5304 TSval=867145654 TSecr=2681682837"
"6773","8.299028","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=19249689 Ack=1 Win=1005 Len=1448 TSval=867145688 TSecr=2681682871"
"6794","8.332490","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=19327601 Ack=1 Win=1005 Len=2896 TSval=867145721 TSecr=2681682903"
"6827","8.367624","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=19404065 Ack=1 Win=1005 Len=8200 TSval=867145755 TSecr=2681682939"
"6848","8.399322","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=19481977 Ack=1 Win=1005 Len=4344 TSval=867145788 TSecr=2681682975"
"6864","8.433370","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=19555785 Ack=1 Win=1005 Len=8200 TSval=867145821 TSecr=2681683005"
"6880","8.466516","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=19633697 Ack=1 Win=1005 Len=8200 TSval=867145855 TSecr=2681683041"
"6901","8.499050","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=19713057 Ack=1 Win=1005 Len=1448 TSval=867145888 TSecr=2681683078"
"6920","8.532382","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=19790969 Ack=1 Win=1005 Len=1448 TSval=867145921 TSecr=2681683109"
"6973","8.565670","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=19867433 Ack=1 Win=1005 Len=1448 TSval=867145955 TSecr=2681683140"
"7008","8.599615","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=19945345 Ack=1 Win=1005 Len=1448 TSval=867145989 TSecr=2681683169"
"7030","8.632291","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=20023257 Ack=1 Win=1005 Len=1448 TSval=867146021 TSecr=2681683211"
"7054","8.666572","192.168.1.1","172.23.69.13","TCP","6824","80 → 50034 [PSH, ACK] Seq=20098513 Ack=1 Win=1005 Len=6752 TSval=867146055 TSecr=2681683237"
"7082","8.700725","192.168.1.1","172.23.69.13","TCP","7312","80 → 50034 [ACK] Seq=20174977 Ack=1 Win=1005 Len=7240 TSval=867146089 TSecr=2681683270"
"7116","8.732270","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=20254337 Ack=1 Win=1005 Len=1448 TSval=867146121 TSecr=2681683308"
"7136","8.766019","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=20332249 Ack=1 Win=1005 Len=4344 TSval=867146155 TSecr=2681683336"
"7151","8.801465","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=20408713 Ack=1 Win=1005 Len=8200 TSval=867146189 TSecr=2681683378"
"7193","8.832811","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=20486625 Ack=1 Win=1005 Len=1448 TSval=867146222 TSecr=2681683408"
"7217","8.866503","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=20564537 Ack=1 Win=1005 Len=8200 TSval=867146255 TSecr=2681683448"
"7242","8.900375","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=20638345 Ack=1 Win=1005 Len=8200 TSval=867146288 TSecr=2681683473"
"7265","8.932225","192.168.1.1","172.23.69.13","TCP","4416","80 → 50034 [ACK] Seq=20716257 Ack=1 Win=1005 Len=4344 TSval=867146321 TSecr=2681683506"
"7319","8.965304","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=20795617 Ack=1 Win=1005 Len=1448 TSval=867146354 TSecr=2681683535"
"7360","8.998826","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=20873529 Ack=1 Win=1005 Len=2896 TSval=867146388 TSecr=2681683569"
"7391","9.038229","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=20949993 Ack=1 Win=1005 Len=8200 TSval=867146421 TSecr=2681683608"
"7409","9.065616","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=21027905 Ack=1 Win=1005 Len=1448 TSval=867146455 TSecr=2681683637"
"7441","9.099198","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=21105817 Ack=1 Win=1005 Len=1448 TSval=867146488 TSecr=2681683680"
"7494","9.133515","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=21179625 Ack=1 Win=1005 Len=8200 TSval=867146521 TSecr=2681683702"
"7532","9.166328","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=21260433 Ack=1 Win=1005 Len=1448 TSval=867146555 TSecr=2681683737"
"7574","9.199764","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=21335449 Ack=1 Win=1005 Len=8200 TSval=867146588 TSecr=2681683770"
"7596","9.232355","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=21414809 Ack=1 Win=1005 Len=1448 TSval=867146621 TSecr=2681683807"
"7618","9.265415","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=21492721 Ack=1 Win=1005 Len=1448 TSval=867146654 TSecr=2681683848"
"7665","9.298875","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=21569185 Ack=1 Win=1005 Len=1448 TSval=867146688 TSecr=2681683876"
"7686","9.332029","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=21647097 Ack=1 Win=1005 Len=1448 TSval=867146721 TSecr=2681683906"
"7736","9.366281","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=21720905 Ack=1 Win=1005 Len=8200 TSval=867146755 TSecr=2681683935"
"7759","9.404863","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=21798817 Ack=1 Win=1005 Len=8200 TSval=867146788 TSecr=2681683972"
"7775","9.432323","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=21878177 Ack=1 Win=1005 Len=1448 TSval=867146821 TSecr=2681684006"
"7798","9.465702","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=21954641 Ack=1 Win=1005 Len=8200 TSval=867146854 TSecr=2681684036"
"7841","9.499169","192.168.1.1","172.23.69.13","TCP","2968","80 → 50034 [ACK] Seq=22034001 Ack=1 Win=1005 Len=2896 TSval=867146888 TSecr=2681684068"
"7860","9.531923","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=22110465 Ack=1 Win=1005 Len=1448 TSval=867146921 TSecr=2681684106"
"7906","9.568075","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=22188377 Ack=1 Win=1005 Len=8200 TSval=867146955 TSecr=2681684140"
"7932","9.601151","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=22262185 Ack=1 Win=1005 Len=8200 TSval=867146989 TSecr=2681684169"
"7959","9.633411","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=22340097 Ack=1 Win=1005 Len=8200 TSval=867147022 TSecr=2681684211"
"7997","9.666543","192.168.1.1","172.23.69.13","TCP","5864","80 → 50034 [ACK] Seq=22418009 Ack=1 Win=1005 Len=5792 TSval=867147055 TSecr=2681684236"
"8028","9.698684","192.168.1.1","172.23.69.13","TCP","1520","80 → 50034 [ACK] Seq=22497369 Ack=1 Win=1005 Len=1448 TSval=867147088 TSecr=2681684269"
"8070","9.736408","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=22573833 Ack=1 Win=1005 Len=8200 TSval=867147121 TSecr=2681684308"
"8094","9.766208","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=22651745 Ack=1 Win=1005 Len=8200 TSval=867147154 TSecr=2681684337"
"8116","9.801425","192.168.1.1","172.23.69.13","TCP","8272","80 → 50034 [PSH, ACK] Seq=22729657 Ack=1 Win=1005 Len=8200 TSval=867147189 TSecr=2681684370"
